inside
outside
inside
inside
inside
boundary
inside
boundary
outside
outside
inside
outside
inside
inside
boundary
inside
outside
inside
outside
outside
boundary
boundary
inside
inside
outside
inside
outside
boundary
boundary
outside
boundary
inside
outside
outside
boundary
boundary
outside
inside
outside
inside
inside
outside
outside
inside
outside
outside
outside
outside
outside
outside
outside
outside
inside
outside
outside
boundary
outside
boundary
inside
boundary
outside
inside
outside
outside
outside
inside
boundary
inside
outside
outside
outside
boundary
outside
outside
outside
inside
boundary
outside
inside
boundary
outside
outside
outside
outside
inside
boundary
outside
inside
inside
boundary
outside
inside
inside
outside
inside
inside
outside
boundary
outside
inside
